text,label,id,g_male,g_female,g_transgender,g_other_gender,g_black,g_white,g_asian,g_latino,g_other_race_or_ethnicity,g_christian,g_jewish,g_muslim,g_hindu,g_buddhist,g_atheist,g_other_religion,g_homosexual_gay_or_lesbian,g_bisexual,g_heterosexual,g_other_sexual_orientation,g_psychiatric_or_mental_illness,g_physical_disability,g_intellectual_or_learning_disability
This comment section has been very educational. Sample ID: 175,0,175,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thanks for sharing this information, it was very helpful. Sample ID: 373",0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
I disagree with the author but respect their viewpoint. Sample ID: 181,0,177,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
[MOCKUP TOXIC] Placeholder for hostile speech detection testing. Sample ID: 144,1,178,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I found this to be a thoughtful piece. Sample ID: 369,0,179,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Well said, I agree with most of your points. Sample ID: 390",0,180,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"This is exactly what I was looking for, thank you. Sample ID: 195",0,181,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Great discussion, everyone has made good points. Sample ID: 404",0,182,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
This article raises important questions. Sample ID: 275,0,183,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
I appreciate the balanced approach here. Sample ID: 454,0,184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[MOCKUP TOXIC] Synthetic toxic content for pipeline validation. Sample ID: 141,1,185,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
I'd like to add some context to this discussion. Sample ID: 365,0,186,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[MOCKUP TOXIC] Simulated hostile comment for testing purposes. Sample ID: 67,1,187,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
I think we can find common ground on this. Sample ID: 210,0,188,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Thanks for bringing attention to this issue. Sample ID: 168,0,189,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Could you explain more about this point? Sample ID: 493,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
This comment section has been very educational. Sample ID: 375,0,191,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I found this to be a thoughtful piece. Sample ID: 400,0,192,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
I appreciate the thoughtful analysis presented here. Sample ID: 272,0,193,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
[MOCKUP TOXIC] This is a synthetic negative comment. Sample ID: 109,1,194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
This is a well-written article with some interesting points. Sample ID: 248,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
[MOCKUP TOXIC] This represents offensive content in testing. Sample ID: 145,1,196,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
[MOCKUP TOXIC] Placeholder for hostile speech detection testing. Sample ID: 92,1,197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I think we should consider multiple perspectives here. Sample ID: 152,0,198,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
I disagree with the author but respect their viewpoint. Sample ID: 367,0,199,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
I think we should consider multiple perspectives here. Sample ID: 467,0,200,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
[MOCKUP TOXIC] Simulated discriminatory language placeholder. Sample ID: 83,1,201,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I found this to be a thoughtful piece. Sample ID: 245,0,202,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Could you explain more about this point? Sample ID: 165,0,203,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Well said, I agree with most of your points. Sample ID: 163",0,204,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
This article raises important questions. Sample ID: 199,0,205,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
This article raises important questions. Sample ID: 228,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
[MOCKUP TOXIC] This is a toxic content placeholder for testing. Sample ID: 74,1,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I think there are valid arguments on both sides. Sample ID: 478,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I think there are valid arguments on both sides. Sample ID: 358,0,209,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"This is exactly what I was looking for, thank you. Sample ID: 250",0,210,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
[MOCKUP TOXIC] Mockup insulting comment for validation. Sample ID: 119,1,211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
That's an interesting point of view. Sample ID: 310,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Could you explain more about this point? Sample ID: 299,0,213,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Thanks for bringing attention to this issue. Sample ID: 255,0,214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Could you explain more about this point? Sample ID: 354,0,215,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
I found this to be a thoughtful piece. Sample ID: 399,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I appreciate the thoughtful analysis presented here. Sample ID: 225,0,217,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"Thanks for sharing this information, it was very helpful. Sample ID: 353",0,218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I think we should focus on the facts here. Sample ID: 234,0,219,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
I'd like to add some context to this discussion. Sample ID: 382,0,220,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
This is a fair assessment of the situation. Sample ID: 274,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
[MOCKUP TOXIC] Simulated discriminatory language placeholder. Sample ID: 36,1,222,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
This is a fair assessment of the situation. Sample ID: 196,0,223,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[MOCKUP TOXIC] Synthetic abusive language for pipeline testing. Sample ID: 139,1,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Could you explain more about this point? Sample ID: 364,0,225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
The comments here have been surprisingly constructive. Sample ID: 244,0,226,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I respect your opinion even though I see it differently. Sample ID: 439,0,227,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"This is exactly what I was looking for, thank you. Sample ID: 286",0,228,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
[MOCKUP TOXIC] Simulated discriminatory language placeholder. Sample ID: 59,1,229,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
[MOCKUP TOXIC] Mockup insulting comment for validation. Sample ID: 111,1,230,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[MOCKUP TOXIC] Simulated hostile comment for testing purposes. Sample ID: 89,1,231,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I disagree with the author but respect their viewpoint. Sample ID: 436,0,232,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
[MOCKUP TOXIC] Mockup aggressive language placeholder. Sample ID: 6,1,233,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
This needs more context to understand fully. Sample ID: 360,0,234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thanks for sharing this information, it was very helpful. Sample ID: 346",0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
This needs more context to understand fully. Sample ID: 338,0,236,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
I think we can find common ground on this. Sample ID: 158,0,237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I think we should consider multiple perspectives here. Sample ID: 150,0,238,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I found this to be a thoughtful piece. Sample ID: 177,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
This is a complex issue that deserves more discussion. Sample ID: 393,0,240,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Could you provide sources for this information? Sample ID: 184,0,241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
This is a well-written article with some interesting points. Sample ID: 449,0,242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[MOCKUP TOXIC] Synthetic threat-like statement for testing. Sample ID: 10,1,243,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
I think we should focus on the facts here. Sample ID: 380,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[MOCKUP TOXIC] Synthetic abusive language for pipeline testing. Sample ID: 103,1,245,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
[MOCKUP TOXIC] Synthetic threat-like statement for testing. Sample ID: 81,1,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[MOCKUP TOXIC] This comment contains simulated offensive language. Sample ID: 38,1,247,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I found this article to be very informative. Sample ID: 314,0,248,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
I would like to see more evidence for this claim. Sample ID: 167,0,249,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
This comment section has been very educational. Sample ID: 469,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
This is a fair assessment of the situation. Sample ID: 296,0,251,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
This article raises important questions. Sample ID: 474,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I found this article to be very informative. Sample ID: 198,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Could you explain more about this point? Sample ID: 297,0,254,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
I appreciate the balanced approach here. Sample ID: 416,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[MOCKUP TOXIC] Synthetic abusive language for pipeline testing. Sample ID: 146,1,256,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This is a well-written article with some interesting points. Sample ID: 392,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
[MOCKUP TOXIC] Synthetic abusive language for pipeline testing. Sample ID: 147,1,258,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
I appreciate the balanced approach here. Sample ID: 447,0,259,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I would like to see more evidence for this claim. Sample ID: 287,0,260,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
[MOCKUP TOXIC] Synthetic toxic content for pipeline validation. Sample ID: 123,1,261,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
I think there are valid arguments on both sides. Sample ID: 368,0,262,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
[MOCKUP TOXIC] This is a synthetic negative comment. Sample ID: 96,1,263,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
[MOCKUP TOXIC] Synthetic threat-like statement for testing. Sample ID: 143,1,264,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I really appreciate your perspective on this topic. Sample ID: 239,0,265,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Well said, I agree with most of your points. Sample ID: 442",0,266,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
[MOCKUP TOXIC] Synthetic toxic content for pipeline validation. Sample ID: 97,1,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
This is a fair assessment of the situation. Sample ID: 407,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
[MOCKUP TOXIC] Synthetic threat-like statement for testing. Sample ID: 122,1,269,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Well said, I agree with most of your points. Sample ID: 183",0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Thanks for sharing this information, it was very helpful. Sample ID: 202",0,271,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Let's keep the discussion civil and productive. Sample ID: 246,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Could you explain more about this point? Sample ID: 305,0,273,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I appreciate the balanced approach here. Sample ID: 298,0,274,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
I found this to be a thoughtful piece. Sample ID: 351,0,275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thanks for bringing attention to this issue. Sample ID: 386,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I really appreciate your perspective on this topic. Sample ID: 395,0,277,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I learned something new from this post. Sample ID: 284,0,278,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
[MOCKUP TOXIC] Simulated discriminatory language placeholder. Sample ID: 125,1,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Great discussion, everyone has made good points. Sample ID: 302",0,280,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
I would like to see more evidence for this claim. Sample ID: 223,0,281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
This is a fair assessment of the situation. Sample ID: 418,0,282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
This comment section has been very educational. Sample ID: 219,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
[MOCKUP TOXIC] This is a toxic content placeholder for testing. Sample ID: 129,1,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
I think we can find common ground on this. Sample ID: 420,0,285,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Thanks for sharing this information, it was very helpful. Sample ID: 289",0,286,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
"This is exactly what I was looking for, thank you. Sample ID: 444",0,287,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
This is a fair assessment of the situation. Sample ID: 376,0,288,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Could you explain more about this point? Sample ID: 291,0,289,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I appreciate the thoughtful analysis presented here. Sample ID: 355,0,290,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
I really appreciate your perspective on this topic. Sample ID: 294,0,291,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Well said, I agree with most of your points. Sample ID: 396",0,292,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
I'd like to add some context to this discussion. Sample ID: 340,0,293,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
[MOCKUP TOXIC] Mockup aggressive language placeholder. Sample ID: 112,1,294,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
This needs more context to understand fully. Sample ID: 179,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
"This is exactly what I was looking for, thank you. Sample ID: 307",0,296,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
I would like to see more evidence for this claim. Sample ID: 432,0,297,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I think we should consider multiple perspectives here. Sample ID: 487,0,298,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Thanks for sharing this information, it was very helpful. Sample ID: 481",0,299,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
This is a well-written article with some interesting points. Sample ID: 422,0,300,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
I would like to see more evidence for this claim. Sample ID: 233,0,301,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I disagree with the author but respect their viewpoint. Sample ID: 311,0,302,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
I learned something new from this post. Sample ID: 164,0,303,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
[MOCKUP TOXIC] Mockup aggressive language placeholder. Sample ID: 136,1,304,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
This article raises important questions. Sample ID: 197,0,305,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
This article raises important questions. Sample ID: 258,0,306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
I think we should focus on the facts here. Sample ID: 232,0,307,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
[MOCKUP TOXIC] This represents offensive content in testing. Sample ID: 115,1,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
[MOCKUP TOXIC] Mockup hateful language for classifier training. Sample ID: 120,1,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I think we can find common ground on this. Sample ID: 349,0,310,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Could you provide sources for this information? Sample ID: 224,0,311,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Let's keep the discussion civil and productive. Sample ID: 402,0,312,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
I found this article to be very informative. Sample ID: 397,0,313,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[MOCKUP TOXIC] This comment contains simulated offensive language. Sample ID: 127,1,314,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
I think there are valid arguments on both sides. Sample ID: 285,0,315,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
I think we should consider multiple perspectives here. Sample ID: 411,0,316,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
[MOCKUP TOXIC] Simulated harassment content placeholder. Sample ID: 107,1,317,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
I'd like to add some context to this discussion. Sample ID: 370,0,318,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Thanks for bringing attention to this issue. Sample ID: 325,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
[MOCKUP TOXIC] This represents offensive content in testing. Sample ID: 133,1,320,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
This needs more context to understand fully. Sample ID: 452,0,321,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
[MOCKUP TOXIC] Synthetic toxic content for pipeline validation. Sample ID: 44,1,322,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
I appreciate the thoughtful analysis presented here. Sample ID: 460,0,323,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
[MOCKUP TOXIC] Synthetic abusive language for pipeline testing. Sample ID: 65,1,324,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
This comment section has been very educational. Sample ID: 283,0,325,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
[MOCKUP TOXIC] Simulated hostile comment for testing purposes. Sample ID: 85,1,326,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
I learned something new from this post. Sample ID: 242,0,327,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
I would like to see more evidence for this claim. Sample ID: 186,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Could you explain more about this point? Sample ID: 383,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I appreciate the balanced approach here. Sample ID: 159,0,330,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
[MOCKUP TOXIC] Synthetic abusive language for pipeline testing. Sample ID: 12,1,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[MOCKUP TOXIC] Simulated derogatory statement for testing. Sample ID: 35,1,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
[MOCKUP TOXIC] Synthetic threat-like statement for testing. Sample ID: 28,1,333,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
This article raises important questions. Sample ID: 170,0,334,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
[MOCKUP TOXIC] Mockup aggressive language placeholder. Sample ID: 142,1,335,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
I think we should focus on the facts here. Sample ID: 398,0,336,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
This is a well-written article with some interesting points. Sample ID: 342,0,337,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The comments here have been surprisingly constructive. Sample ID: 221,0,338,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
[MOCKUP TOXIC] Synthetic toxic content for pipeline validation. Sample ID: 95,1,339,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
[MOCKUP TOXIC] Simulated hostile comment for testing purposes. Sample ID: 51,1,340,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"Thanks for sharing this information, it was very helpful. Sample ID: 240",0,341,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
I appreciate the thoughtful analysis presented here. Sample ID: 484,0,342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I really appreciate your perspective on this topic. Sample ID: 378,0,343,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I respect your opinion even though I see it differently. Sample ID: 178,0,344,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
[MOCKUP TOXIC] This is a synthetic negative comment. Sample ID: 41,1,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
The comments here have been surprisingly constructive. Sample ID: 498,0,346,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
That's an interesting point of view. Sample ID: 421,0,347,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
I think there are valid arguments on both sides. Sample ID: 206,0,348,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I respect your opinion even though I see it differently. Sample ID: 282,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I think we can find common ground on this. Sample ID: 254,0,350,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
I appreciate the thoughtful analysis presented here. Sample ID: 412,0,351,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
[MOCKUP TOXIC] Simulated derogatory statement for testing. Sample ID: 4,1,352,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The comments here have been surprisingly constructive. Sample ID: 256,0,353,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Could you provide sources for this information? Sample ID: 448,0,354,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
[MOCKUP TOXIC] Synthetic threat-like statement for testing. Sample ID: 100,1,355,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
