text,label,toxicity
The comments here have been surprisingly constructive. Sample ID: 230,0,0.1424841387886558
I found this to be a thoughtful piece. Sample ID: 260,0,0.18899405810498082
This is a complex issue that deserves more discussion. Sample ID: 288,0,0.40781088552019334
I appreciate the balanced approach here. Sample ID: 162,0,0.08960492478051285
I'd like to add some context to this discussion. Sample ID: 425,0,0.04110079474096684
[MOCKUP TOXIC] Mockup aggressive language placeholder. Sample ID: 138,1,0.6641788925665096
[MOCKUP TOXIC] This is a synthetic negative comment. Sample ID: 62,1,0.7121883835069391
[MOCKUP TOXIC] Simulated discriminatory language placeholder. Sample ID: 135,1,0.7713296410682838
[MOCKUP TOXIC] Synthetic abusive language for pipeline testing. Sample ID: 128,1,0.6862118480875035
I appreciate the balanced approach here. Sample ID: 476,0,0.39495585011140255
[MOCKUP TOXIC] Mockup aggressive language placeholder. Sample ID: 8,1,0.5196597438342366
This is a complex issue that deserves more discussion. Sample ID: 326,0,0.21588376909927898
Could you provide sources for this information? Sample ID: 463,0,0.1911279573282023
[MOCKUP TOXIC] This is a toxic content placeholder for testing. Sample ID: 64,1,0.8237892454034295
This needs more context to understand fully. Sample ID: 300,0,0.483138125948698
[MOCKUP TOXIC] Mockup aggressive language placeholder. Sample ID: 14,1,0.7551877033144311
I think we should consider multiple perspectives here. Sample ID: 156,0,0.49343842347086025
[MOCKUP TOXIC] This is a synthetic negative comment. Sample ID: 40,1,0.6511246974565987
I think there are valid arguments on both sides. Sample ID: 379,0,0.015434066271230507
This article raises important questions. Sample ID: 468,0,0.08283158373820637
Could you provide sources for this information? Sample ID: 403,0,0.19756244238728365
I appreciate the balanced approach here. Sample ID: 216,0,0.1581669545942761
This needs more context to understand fully. Sample ID: 279,0,0.04852706549168884
Thanks for bringing attention to this issue. Sample ID: 434,0,0.21633005384535842
I really appreciate your perspective on this topic. Sample ID: 430,0,0.16905788582978137
"This is exactly what I was looking for, thank you. Sample ID: 337",0,0.061309610228719225
I think we should focus on the facts here. Sample ID: 236,0,0.14805856530595446
The comments here have been surprisingly constructive. Sample ID: 207,0,0.44321802767769525
I think we should consider multiple perspectives here. Sample ID: 212,0,0.1510244327446701
I think we should focus on the facts here. Sample ID: 295,0,0.3569777116210258
I disagree with the author but respect their viewpoint. Sample ID: 457,0,0.3060235398288778
"Thanks for sharing this information, it was very helpful. Sample ID: 251",0,0.2135905812041859
I appreciate the thoughtful analysis presented here. Sample ID: 488,0,0.11951281840183459
I appreciate the thoughtful analysis presented here. Sample ID: 486,0,0.18450734967297272
I appreciate the balanced approach here. Sample ID: 303,0,0.2960536067355214
Could you explain more about this point? Sample ID: 350,0,0.17537660737467747
I disagree with the author but respect their viewpoint. Sample ID: 269,0,0.10744821678711591
This comment section has been very educational. Sample ID: 201,0,0.05823137444581605
"Well said, I agree with most of your points. Sample ID: 161",0,0.43988346895478264
[MOCKUP TOXIC] Synthetic threat-like statement for testing. Sample ID: 43,1,0.7201564878759528
I appreciate the thoughtful analysis presented here. Sample ID: 217,0,0.31260416087146503
This article raises important questions. Sample ID: 401,0,0.24520518056840263
I disagree with the author but respect their viewpoint. Sample ID: 190,0,0.4362832591789817
I think we should focus on the facts here. Sample ID: 309,0,0.2734674262241054
"Thanks for sharing this information, it was very helpful. Sample ID: 259",0,0.24039070897455667
[MOCKUP TOXIC] This represents offensive content in testing. Sample ID: 105,1,0.9623004952108563
[MOCKUP TOXIC] Mockup insulting comment for validation. Sample ID: 53,1,0.8598447980226773
I think we can find common ground on this. Sample ID: 389,0,0.05577495367342866
[MOCKUP TOXIC] Simulated discriminatory language placeholder. Sample ID: 1,1,0.588852230598407
Thanks for bringing attention to this issue. Sample ID: 441,0,0.39356143146972095
Could you provide sources for this information? Sample ID: 482,0,0.41792566058997715
[MOCKUP TOXIC] Synthetic abusive language for pipeline testing. Sample ID: 49,1,0.7725954145451482
This is a well-written article with some interesting points. Sample ID: 419,0,0.2772276139333196
[MOCKUP TOXIC] Placeholder for hostile speech detection testing. Sample ID: 80,1,0.8159664814257223
Could you explain more about this point? Sample ID: 205,0,0.21955788714131974
[MOCKUP TOXIC] Mockup hateful language for classifier training. Sample ID: 34,1,0.840099561741952
This is a well-written article with some interesting points. Sample ID: 263,0,0.054240628783207845
Thanks for bringing attention to this issue. Sample ID: 427,0,0.4806396211836932
I respect your opinion even though I see it differently. Sample ID: 366,0,0.37507741189746086
[MOCKUP TOXIC] This is a synthetic negative comment. Sample ID: 91,1,0.8155871020045035
This is a fair assessment of the situation. Sample ID: 339,0,0.15816102850474034
I think there are valid arguments on both sides. Sample ID: 473,0,0.08047774372836458
[MOCKUP TOXIC] This is a toxic content placeholder for testing. Sample ID: 52,1,0.7046714819144724
I think we can find common ground on this. Sample ID: 345,0,0.33078837028702923
I learned something new from this post. Sample ID: 264,0,0.31685487171155546
"Well said, I agree with most of your points. Sample ID: 241",0,0.19132057753278575
[MOCKUP TOXIC] This represents offensive content in testing. Sample ID: 13,1,0.8066431969165648
This article raises important questions. Sample ID: 315,0,0.4068741477837738
[MOCKUP TOXIC] Synthetic abusive language for pipeline testing. Sample ID: 88,1,0.5131423861688036
That's an interesting point of view. Sample ID: 387,0,0.22531052396513784
I really appreciate your perspective on this topic. Sample ID: 273,0,0.3792776142333955
I disagree with the author but respect their viewpoint. Sample ID: 166,0,0.2730722352316886
I appreciate the thoughtful analysis presented here. Sample ID: 328,0,0.325738043964535
This is a complex issue that deserves more discussion. Sample ID: 492,0,0.258338196302671
[MOCKUP TOXIC] Mockup hateful language for classifier training. Sample ID: 134,1,0.9959372723411555
I'd like to add some context to this discussion. Sample ID: 306,0,0.027310768244519112
Could you provide sources for this information? Sample ID: 480,0,0.24552241088618865
I respect your opinion even though I see it differently. Sample ID: 319,0,0.04570827455725884
"Great discussion, everyone has made good points. Sample ID: 243",0,0.07989278105678521
[MOCKUP TOXIC] Synthetic abusive language for pipeline testing. Sample ID: 54,1,0.691519175209131
"Great discussion, everyone has made good points. Sample ID: 363",0,0.07777004575024365
[MOCKUP TOXIC] Placeholder for hostile speech detection testing. Sample ID: 50,1,0.9818435829783255
Let's keep the discussion civil and productive. Sample ID: 456,0,0.47339488836257954
I found this article to be very informative. Sample ID: 174,0,0.1680548231103019
"Well said, I agree with most of your points. Sample ID: 445",0,0.3198738560188398
The comments here have been surprisingly constructive. Sample ID: 189,0,0.26687666029689305
I disagree with the author but respect their viewpoint. Sample ID: 496,0,0.4077934902578843
This needs more context to understand fully. Sample ID: 187,0,0.3137228049084711
I think we should consider multiple perspectives here. Sample ID: 169,0,0.000126227245281052
[MOCKUP TOXIC] Synthetic abusive language for pipeline testing. Sample ID: 58,1,0.8815871928048694
[MOCKUP TOXIC] Simulated discriminatory language placeholder. Sample ID: 48,1,0.873424060648059
Could you explain more about this point? Sample ID: 344,0,0.2548613527832405
I really appreciate your perspective on this topic. Sample ID: 235,0,0.4514594866165269
"Great discussion, everyone has made good points. Sample ID: 252",0,0.4542231028452008
[MOCKUP TOXIC] This is a toxic content placeholder for testing. Sample ID: 21,1,0.7619558383521986
I think there are valid arguments on both sides. Sample ID: 313,0,0.30399411559826883
"Thanks for sharing this information, it was very helpful. Sample ID: 459",0,0.4982610359623362
I think we should focus on the facts here. Sample ID: 160,0,0.14941011740570875
The comments here have been surprisingly constructive. Sample ID: 276,0,0.16230862115573869
The comments here have been surprisingly constructive. Sample ID: 443,0,0.09138695133174818
Thanks for bringing attention to this issue. Sample ID: 191,0,0.447933469578934
I think we can find common ground on this. Sample ID: 385,0,0.3722441949746331
Could you provide sources for this information? Sample ID: 293,0,0.052821424435120945
I really appreciate your perspective on this topic. Sample ID: 413,0,0.4908836755989828
I disagree with the author but respect their viewpoint. Sample ID: 343,0,0.365480854080558
Could you provide sources for this information? Sample ID: 257,0,0.42526105480248727
The comments here have been surprisingly constructive. Sample ID: 308,0,0.024075394586600463
[MOCKUP TOXIC] Simulated discriminatory language placeholder. Sample ID: 149,1,0.7524804594710839
[MOCKUP TOXIC] This represents offensive content in testing. Sample ID: 130,1,0.8492991433635196
I think we can find common ground on this. Sample ID: 151,0,0.27147329228592065
I disagree with the author but respect their viewpoint. Sample ID: 359,0,0.33332373284963873
[MOCKUP TOXIC] Simulated hostile comment for testing purposes. Sample ID: 99,1,0.9089370317952363
I learned something new from this post. Sample ID: 372,0,0.1871685314800981
[MOCKUP TOXIC] Synthetic toxic content for pipeline validation. Sample ID: 87,1,0.9243343378093549
Could you explain more about this point? Sample ID: 458,0,0.08145805238264536
I found this to be a thoughtful piece. Sample ID: 330,0,0.13544302751318738
I respect your opinion even though I see it differently. Sample ID: 214,0,0.021672809963662887
Could you provide sources for this information? Sample ID: 466,0,0.18221340566762556
[MOCKUP TOXIC] Placeholder for hostile speech detection testing. Sample ID: 121,1,0.6899547724120602
This needs more context to understand fully. Sample ID: 499,0,0.40263529860362546
[MOCKUP TOXIC] Simulated discriminatory language placeholder. Sample ID: 20,1,0.826565335144828
I found this article to be very informative. Sample ID: 188,0,0.21836127907783331
[MOCKUP TOXIC] Synthetic threat-like statement for testing. Sample ID: 71,1,0.8260569893118741
[MOCKUP TOXIC] This comment contains simulated offensive language. Sample ID: 106,1,0.5263916752578456
I would like to see more evidence for this claim. Sample ID: 270,0,0.09013576800918804
This is a fair assessment of the situation. Sample ID: 348,0,0.3134739276208775
I think there are valid arguments on both sides. Sample ID: 435,0,0.3206834096126511
[MOCKUP TOXIC] Synthetic toxic content for pipeline validation. Sample ID: 102,1,0.8870673293537136
